-19.98,-5.04
-19.97,-5.06
-19.96,-5.06
-19.96,-5.05
-19.97,-5.04
-19.997,-5.045
-19.963,-5.045
-20.0,-4.96
-20.0,-4.955
-20.0,-4.95
-20.0,-4.945
-20.0,-4.94
-20.0,-4.86
-19.99,-4.86
-19.98,-4.86
-19.97,-4.86
-19.96,-4.86
-19.95,-4.86
-20.0,-4.84
-19.99,-4.84
-19.98,-4.84
-19.97,-4.84
-19.96,-4.84
-19.95,-4.84
-19.97,-4.8534
-19.975,-4.85
-19.97,-4.8467
-19.96,-4.8567
-19.96,-4.8434
-19.99,-4.76
-20.0,-4.755
-20.0,-4.745
-19.99,-4.74
-19.98,-4.745
-19.975,-4.755
-19.97,-4.745
-19.96,-4.74
-19.95,-4.745
-19.95,-4.755
-19.96,-4.76
-20.0,-4.66
-20.0,-4.655
-20.0,-4.65
-20.0,-4.645
-20.0,-4.64000000000001
-20.0,-4.56
-20.0,-4.55000000000001
-20.0,-4.54000000000001
-19.99,-4.56
-19.98,-4.56
-19.98,-4.55500000000001
-19.98,-4.55000000000001
-19.97,-4.56
-19.96,-4.56
-19.96,-4.55000000000001
-19.96,-4.54000000000001
-20.0,-4.46000000000001
-20.0,-4.45000000000001
-20.0,-4.44000000000001
-19.99,-4.46000000000001
-19.98,-4.46000000000001
-19.98,-4.45500000000001
-19.98,-4.45000000000001
-19.97,-4.46000000000001
-19.96,-4.46000000000001
-19.96,-4.45000000000001
-19.96,-4.44000000000001
-20.0,-4.35000000000001
-20.0,-4.36000000000001
-20.0,-4.34000000000001
-19.99,-4.35500000000001
-19.9825,-4.35000000000001
-19.975,-4.34500000000001
-19.968,-4.34000000000001
-19.963,-4.34000000000001
-19.955,-4.34700000000001
-19.955,-4.35300000000001
-19.965,-4.36000000000001
-19.99,-4.26000000000001
-20.0,-4.25500000000001
-20.0,-4.24500000000001
-19.99,-4.24000000000001
-19.98,-4.24000000000001
-19.98,-4.26000000000001
-19.96,-4.24000000000001
-19.95,-4.24500000000001
-19.95,-4.25500000000001
-19.96,-4.26000000000001
-19.978,-4.25000000000001
-19.97,-4.26000000000001
-19.99,-4.16000000000001
-20.0,-4.15500000000001
-20.0,-4.14500000000001
-19.99,-4.14000000000001
-19.98,-4.14500000000001
-19.975,-4.15500000000001
-19.97,-4.14500000000001
-19.96,-4.14000000000001
-19.95,-4.14500000000001
-19.95,-4.15500000000001
-19.96,-4.16000000000001
-19.99,-4.06000000000001
-20.0,-4.05000000000001
-19.9975,-4.04500000000001
-19.99,-4.04000000000001
-19.983,-4.04000000000001
-19.978,-4.05000000000001
-19.98,-4.06000000000001
-19.96,-4.04000000000001
-19.9525,-4.04500000000001
-19.95,-4.05000000000001
-19.96,-4.06000000000001
-19.967,-4.04000000000001
-19.972,-4.05000000000001
-20.0,-4.06000000000001
-19.97,-4.06000000000001
-19.95,-4.06000000000001
-19.975,-4.06000000000001
-19.99,-3.96000000000001
-20.0,-3.95500000000001
-20.0,-3.94500000000001
-19.99,-3.94000000000001
-19.98,-3.94000000000001
-19.95,-3.94000000000001
-19.95,-3.95000000000001
-19.95,-3.96000000000001
-19.96,-3.96000000000001
-19.975,-3.95000000000001
-19.97,-3.96000000000001
-20.0,-3.86000000000001
-19.99,-3.86000000000001
-19.98,-3.86000000000001
-19.98,-3.85500000000001
-19.98,-3.85000000000001
-19.97,-3.86000000000001
-19.96,-3.86000000000001
-19.96,-3.85000000000001
-19.96,-3.84000000000001
-20.0,-3.76000000000001
-20.0,-3.75000000000001
-19.99,-3.74500000000001
-19.98,-3.74000000000001
-19.96,-3.76000000000001
-19.96,-3.75000000000001
-19.97,-3.74500000000001
-19.997,-3.74500000000001
-19.963,-3.74500000000001
-19.977,-3.74300000000001
-19.983,-3.74300000000001
